freq=1,back=6,"quantiles=[.005, .1, .25, .5, .75, .975]",,"w=[1/3,1/3,1/3]","money=[4000.00,4000.00,4000.00]",,,,ºı»•≥ı÷µ12000,,,,,
datetime,std,sstd,ged,sged,norm,,,,datetime,std,sstd,ged,sged,norm
2019/2/15,18693.88581,17603.55217,16990.01038,16784.67655,18096.22152,,,,2019/2/15,6693.88581,5603.55217,4990.01038,4784.67655,6096.22152
2019/2/18,19281.56677,18124.67113,17533.00345,17269.35734,18617.94504,,,,2019/2/18,7281.56677,6124.67113,5533.00345,5269.35734,6617.94504
2019/2/19,19504.10115,18287.83476,17743.27045,17407.3487,18780.83454,,,,2019/2/19,7504.10115,6287.83476,5743.27045,5407.3487,6780.83454
2019/2/20,19528.97948,18306.86955,17765.29202,17423.81731,18804.28068,,,,2019/2/20,7528.97948,6306.86955,5765.29202,5423.81731,6804.28068
2019/2/21,19392.51882,18185.54099,17639.57224,17310.84579,18681.77703,,,,2019/2/21,7392.51882,6185.54099,5639.57224,5310.84579,6681.77703
2019/2/22,19741.54853,18495.64003,17959.4054,17599.47346,19000.52459,,,,2019/2/22,7741.54853,6495.64003,5959.4054,5599.47346,7000.52459
2019/2/25,20903.62301,19590.6215,19008.13137,18643.69224,20149.74332,,,,2019/2/25,8903.62301,7590.6215,7008.13137,6643.69224,8149.74332
2019/2/26,20620.36867,19297.88759,18757.65296,18354.75064,19838.17118,,,,2019/2/26,8620.36867,7297.88759,6757.65296,6354.75064,7838.17118
2019/2/27,20989.14305,19637.80346,19093.70698,18676.06448,20188.04901,,,,2019/2/27,8989.14305,7637.80346,7093.70698,6676.06448,8188.04901
2019/2/28,20985.94149,19631.99156,19094.99963,18669.50692,20169.81844,,,,2019/2/28,8985.94149,7631.99156,7094.99963,6669.50692,8169.81844
2019/3/1,20985.94149,19631.99156,19094.99963,18669.50692,20169.81844,,,,2019/3/1,8985.94149,7631.99156,7094.99963,6669.50692,8169.81844
2019/3/4,21140.55907,19789.17343,19234.47596,18825.41432,20329.29201,,,,2019/3/4,9140.55907,7789.17343,7234.47596,6825.41432,8329.29201
2019/3/5,21142.30705,19816.38231,19231.51353,18864.00544,20358.14471,,,,2019/3/5,9142.30705,7816.38231,7231.51353,6864.00544,8358.14471
2019/3/6,21079.38714,19754.24284,19187.05783,18805.62527,20264.88675,,,,2019/3/6,9079.38714,7754.24284,7187.05783,6805.62527,8264.88675
2019/3/7,20703.5595,19409.5613,18851.31102,18482.70124,19893.14019,,,,2019/3/7,8703.5595,7409.5613,6851.31102,6482.70124,7893.14019
2019/3/8,20097.18451,18842.63652,18283.78575,17940.71576,19348.43898,,,,2019/3/8,8097.18451,6842.63652,6283.78575,5940.71576,7348.43898
2019/3/11,20546.43386,19293.99798,18664.83156,18381.15315,19866.4986,,,,2019/3/11,8546.43386,7293.99798,6664.83156,6381.15315,7866.4986
2019/3/12,20577.62914,19346.86456,18699.21205,18445.16417,19897.14009,,,,2019/3/12,8577.62914,7346.86456,6699.21205,6445.16417,7897.14009
2019/3/13,20539.32866,19296.77606,18665.70802,18390.21222,19848.04154,,,,2019/3/13,8539.32866,7296.77606,6665.70802,6390.21222,7848.04154
2019/3/14,20626.22181,19362.43661,18733.95895,18442.27481,19947.57303,,,,2019/3/14,8626.22181,7362.43661,6733.95895,6442.27481,7947.57303
2019/3/15,20837.85839,19558.95582,18915.5972,18626.28465,20176.27376,,,,2019/3/15,8837.85839,7558.95582,6915.5972,6626.28465,8176.27376
2019/3/18,21748.69163,20425.25231,19700.15493,19449.18758,21166.79606,,,,2019/3/18,9748.69163,8425.25231,7700.15493,7449.18758,9166.79606
2019/3/19,21544.42189,20246.78013,19524.472,19288.12453,20954.05733,,,,2019/3/19,9544.42189,8246.78013,7524.472,7288.12453,8954.05733
2019/3/20,21569.85125,20262.04075,19547.56814,19298.09708,20973.18013,,,,2019/3/20,9569.85125,8262.04075,7547.56814,7298.09708,8973.18013
2019/3/21,21436.31784,20146.59293,19426.03459,19193.33566,20850.9338,,,,2019/3/21,9436.31784,8146.59293,7426.03459,7193.33566,8850.9338
2019/3/22,21569.71418,20284.7099,19533.10045,19329.01705,21021.94892,,,,2019/3/22,9569.71418,8284.7099,7533.10045,7329.01705,9021.94892
2019/3/25,21139.82292,19941.26276,19139.09003,19033.05803,20652.92506,,,,2019/3/25,9139.82292,7941.26276,7139.09003,7033.05803,8652.92506
2019/3/26,21063.10057,19824.86941,19066.8043,18898.18419,20556.77966,,,,2019/3/26,9063.10057,7824.86941,7066.8043,6898.18419,8556.77966
2019/3/27,21481.29897,20206.85024,19426.69725,19252.57192,21002.33369,,,,2019/3/27,9481.29897,8206.85024,7426.69725,7252.57192,9002.33369
2019/3/28,21591.18794,20314.04474,19508.06987,19353.27459,21155.40868,,,,2019/3/28,9591.18794,8314.04474,7508.06987,7353.27459,9155.40868
2019/3/29,22443.14364,21127.72299,20264.35314,20132.30115,22030.20296,,,,2019/3/29,10443.14364,9127.72299,8264.35314,8132.30115,10030.20296
2019/4/1,22443.14364,21127.72299,20264.35314,20132.30115,22030.20296,,,,2019/4/1,10443.14364,9127.72299,8264.35314,8132.30115,10030.20296
2019/4/2,22645.15182,21283.04831,20450.95455,20268.67551,22192.88523,,,,2019/4/2,10645.15182,9283.04831,8450.95455,8268.67551,10192.88523
2019/4/3,22872.52472,21479.26934,20657.88145,20449.62694,22399.58568,,,,2019/4/3,10872.52472,9479.26934,8657.88145,8449.62694,10399.58568
2019/4/4,23017.89393,21661.47344,20780.15559,20637.89639,22600.22217,,,,2019/4/4,11017.89393,9661.47344,8780.15559,8637.89639,10600.22217
2019/4/8,22917.36319,21613.75922,20679.16502,20607.45683,22564.54558,,,,2019/4/8,10917.36319,9613.75922,8679.16502,8607.45683,10564.54558
2019/4/9,22875.63375,21561.56648,20653.21422,20554.84102,22476.80997,,,,2019/4/9,10875.63375,9561.56648,8653.21422,8554.84102,10476.80997
2019/4/10,22778.07581,21491.8109,20565.74972,20496.2067,22392.76245,,,,2019/4/10,10778.07581,9491.8109,8565.74972,8496.2067,10392.76245
2019/4/11,22464.99023,21196.89278,20274.91348,20213.97578,22112.21882,,,,2019/4/11,10464.99023,9196.89278,8274.91348,8213.97578,10112.21882
2019/4/12,22295.69121,21064.24393,20114.79242,20095.93381,21986.66564,,,,2019/4/12,10295.69121,9064.24393,8114.79242,8095.93381,9986.66564
2019/4/15,22251.70733,21041.6548,20067.60492,20079.96075,21979.90224,,,,2019/4/15,10251.70733,9041.6548,8067.60492,8079.96075,9979.90224
2019/4/16,22744.29479,21568.59071,20493.46712,20601.59411,22565.27064,,,,2019/4/16,10744.29479,9568.59071,8493.46712,8601.59411,10565.27064
2019/4/17,22824.43865,21617.19958,20575.67231,20639.8797,22594.70764,,,,2019/4/17,10824.43865,9617.19958,8575.67231,8639.8797,10594.70764
2019/4/18,23013.92461,21735.53761,20762.64294,20733.80865,22690.83164,,,,2019/4/18,11013.92461,9735.53761,8762.64294,8733.80865,10690.83164
2019/4/19,23035.84941,21779.51844,20775.99841,20783.00129,22748.17524,,,,2019/4/19,11035.84941,9779.51844,8775.99841,8783.00129,10748.17524
2019/4/22,22566.73937,21319.08824,20362.28044,20339.04649,22243.43725,,,,2019/4/22,10566.73937,9319.08824,8362.28044,8339.04649,10243.43725
2019/4/23,21965.52719,20877.04291,19795.1334,19957.89138,21810.80513,,,,2019/4/23,9965.52719,8877.04291,7795.1334,7957.89138,9810.80513
2019/4/24,21972.92741,20889.34107,19799.49347,19971.15454,21829.06019,,,,2019/4/24,9972.92741,8889.34107,7799.49347,7971.15454,9829.06019
2019/4/25,21275.22642,20306.39743,19150.9018,19438.97339,21251.75091,,,,2019/4/25,9275.22642,8306.39743,7150.9018,7438.97339,9251.75091
2019/4/26,21011.90126,20049.28182,18918.85176,19191.53758,20968.65986,,,,2019/4/26,9011.90126,8049.28182,6918.85176,7191.53758,8968.65986
2019/4/29,20617.06156,19813.56096,18531.31358,19010.26779,20768.33443,,,,2019/4/29,8617.06156,7813.56096,6531.31358,7010.26779,8768.33443
2019/4/30,20865.02235,20018.32217,18762.24111,19196.31367,20970.61535,,,,2019/4/30,8865.02235,8018.32217,6762.24111,7196.31367,8970.61535
2019/5/6,20865.02235,20018.32217,18762.24111,19196.31367,20970.61535,,,,2019/5/6,8865.02235,8018.32217,6762.24111,7196.31367,8970.61535
2019/5/7,21226.06021,20371.62772,19074.97651,19535.54456,21357.96369,,,,2019/5/7,9226.06021,8371.62772,7074.97651,7535.54456,9357.96369
2019/5/8,21047.94036,20208.05275,18909.75642,19380.66776,21190.87213,,,,2019/5/8,9047.94036,8208.05275,6909.75642,7380.66776,9190.87213
2019/5/9,20372.26601,19560.59115,18310.49493,18761.79625,20496.67933,,,,2019/5/9,8372.26601,7560.59115,6310.49493,6761.79625,8496.67933
2019/5/10,21315.65589,20476.76179,19143.46837,19641.78823,21477.12577,,,,2019/5/10,9315.65589,8476.76179,7143.46837,7641.78823,9477.12577
2019/5/13,21295.10318,20460.37115,19116.39831,19625.70281,21473.52732,,,,2019/5/13,9295.10318,8460.37115,7116.39831,7625.70281,9473.52732
2019/5/14,21113.96386,20286.50401,18956.86729,19459.61934,21285.24391,,,,2019/5/14,9113.96386,8286.50401,6956.86729,7459.61934,9285.24391
2019/5/15,22091.74358,21230.73924,19816.31697,20363.60488,22306.73281,,,,2019/5/15,10091.74358,9230.73924,7816.31697,8363.60488,10306.73281
2019/5/16,22239.84968,21377.54721,19945.28222,20505.46646,22465.04936,,,,2019/5/16,10239.84968,9377.54721,7945.28222,8505.46646,10465.04936
2019/5/17,21693.1157,20844.4471,19462.14115,19992.46318,21896.81762,,,,2019/5/17,9693.1157,8844.4471,7462.14115,7992.46318,9896.81762
2019/5/20,21270.8321,20438.66402,19095.57509,19605.73659,21447.8401,,,,2019/5/20,9270.8321,8438.66402,7095.57509,7605.73659,9447.8401
2019/5/21,21463.34218,20624.72299,19267.23129,19784.42046,21644.49216,,,,2019/5/21,9463.34218,8624.72299,7267.23129,7784.42046,9644.49216
2019/5/22,21330.03623,20494.61941,19149.57489,19659.20105,21505.63487,,,,2019/5/22,9330.03623,8494.61941,7149.57489,7659.20105,9505.63487
2019/5/23,20786.94138,19968.24901,18673.97717,19154.84052,20934.31019,,,,2019/5/23,8786.94138,7968.24901,6673.97717,7154.84052,8934.31019
2019/5/24,20984.08153,20150.29826,18849.02758,19326.05849,21134.04592,,,,2019/5/24,8984.08153,8150.29826,6849.02758,7326.05849,9134.04592
2019/5/27,21114.95667,20283.6425,18964.28147,19456.6269,21272.83362,,,,2019/5/27,9114.95667,8283.6425,6964.28147,7456.6269,9272.83362
2019/5/28,21349.51377,20509.08072,19171.71878,19672.26957,21515.15555,,,,2019/5/28,9349.51377,8509.08072,7171.71878,7672.26957,9515.15555
2019/5/29,21473.00555,20633.91488,19273.94432,19792.80369,21657.83075,,,,2019/5/29,9473.00555,8633.91488,7273.94432,7792.80369,9657.83075
2019/5/30,21411.43455,20572.256,19220.04973,19732.91291,21592.3122,,,,2019/5/30,9411.43455,8572.256,7220.04973,7732.91291,9592.3122
2019/5/31,21207.76386,20377.96672,19041.16116,19547.91805,21380.13658,,,,2019/5/31,9207.76386,8377.96672,7041.16116,7547.91805,9380.13658
2019/6/3,21207.76386,20377.96672,19041.16116,19547.91805,21380.13658,,,,2019/6/3,9207.76386,8377.96672,7041.16116,7547.91805,9380.13658
2019/6/4,20711.75902,19950.06015,18576.037,19149.5405,20969.15656,,,,2019/6/4,8711.75902,7950.06015,6576.037,7149.5405,8969.15656
2019/6/5,20638.58791,19894.91814,18504.29208,19100.46797,20922.43484,,,,2019/6/5,8638.58791,7894.91814,6504.29208,7100.46797,8922.43484
2019/6/6,20193.06844,19512.66642,18086.01204,18745.34478,20554.98917,,,,2019/6/6,8193.06844,7512.66642,6086.01204,6745.34478,8554.98917
2019/6/10,20322.85247,19655.6394,18195.83507,18887.37587,20714.89263,,,,2019/6/10,8322.85247,7655.6394,6195.83507,6887.37587,8714.89263
2019/6/11,20977.50113,20245.31437,18800.93809,19443.88434,21294.84578,,,,2019/6/11,8977.50113,8245.31437,6800.93809,7443.88434,9294.84578
2019/6/12,20897.81428,20170.93389,18728.03426,19372.85543,21221.32939,,,,2019/6/12,8897.81428,8170.93389,6728.03426,7372.85543,9221.32939
2019/6/13,20885.1521,20156.32777,18717.61879,19358.21989,21204.33359,,,,2019/6/13,8885.1521,8156.32777,6717.61879,7358.21989,9204.33359
2019/6/14,20933.22503,20193.25797,18764.07888,19391.12335,21238.6609,,,,2019/6/14,8933.22503,8193.25797,6764.07888,7391.12335,9238.6609
2019/6/17,20798.31131,20086.38368,18633.71166,19294.26532,21144.18875,,,,2019/6/17,8798.31131,8086.38368,6633.71166,7294.26532,9144.18875
2019/6/18,20703.84556,20016.87833,18540.60467,19233.04161,21085.73504,,,,2019/6/18,8703.84556,8016.87833,6540.60467,7233.04161,9085.73504
2019/6/19,21011.13296,20290.61231,18825.25875,19490.27943,21356.09319,,,,2019/6/19,9011.13296,8290.61231,6825.25875,7490.27943,9356.09319
2019/6/20,21450.80577,20728.17603,19215.10333,19914.35103,21819.58556,,,,2019/6/20,9450.80577,8728.17603,7215.10333,7914.35103,9819.58556
2019/6/21,21757.13622,20969.03383,19511.27877,20131.82228,22034.19106,,,,2019/6/21,9757.13622,8969.03383,7511.27877,8131.82228,10034.19106
2019/6/24,21692.54983,20921.46602,19448.31648,20090.2273,21990.07606,,,,2019/6/24,9692.54983,8921.46602,7448.31648,8090.2273,9990.07606
2019/6/25,21591.34485,20786.82964,19373.03817,19951.96802,21817.32125,,,,2019/6/25,9591.34485,8786.82964,7373.03817,7951.96802,9817.32125
2019/6/26,21872.14384,21013.85964,19641.89991,20158.81604,22026.0035,,,,2019/6/26,9872.14384,9013.85964,7641.89991,8158.81604,10026.0035
2019/6/27,21856.50772,21025.98409,19618.09451,20177.79407,22052.26909,,,,2019/6/27,9856.50772,9025.98409,7618.09451,8177.79407,10052.26909
2019/6/28,21609.63219,20808.23082,19389.08711,19974.01131,21835.62868,,,,2019/6/28,9609.63219,8808.23082,7389.08711,7974.01131,9835.62868
2019/7/1,21609.63219,20808.23082,19389.08711,19974.01131,21835.62868,,,,2019/7/1,9609.63219,8808.23082,7389.08711,7974.01131,9835.62868
2019/7/2,21661.63381,20865.00586,19432.80151,20032.03219,21897.46675,,,,2019/7/2,9661.63381,8865.00586,7432.80151,8032.03219,9897.46675
2019/7/3,21254.85954,20473.72355,19080.28015,19663.62037,21451.4847,,,,2019/7/3,9254.85954,8473.72355,7080.28015,7663.62037,9451.4847
2019/7/4,21009.60765,20236.6648,18870.34408,19440.95339,21175.09357,,,,2019/7/4,9009.60765,8236.6648,6870.34408,7440.95339,9175.09357
2019/7/5,21317.89172,20540.81655,19127.56819,19727.82352,21542.2016,,,,2019/7/5,9317.89172,8540.81655,7127.56819,7727.82352,9542.2016
2019/7/8,20896.53399,20130.91321,18750.74104,19331.83049,21112.33789,,,,2019/7/8,8896.53399,8130.91321,6750.74104,7331.83049,9112.33789
2019/7/9,20868.47862,20107.55512,18721.00387,19309.69824,21097.37763,,,,2019/7/9,8868.47862,8107.55512,6721.00387,7309.69824,9097.37763
2019/7/10,20865.95549,20109.76934,18712.07231,19311.71061,21114.27902,,,,2019/7/10,8865.95549,8109.76934,6712.07231,7311.71061,9114.27902
2019/7/11,20814.02032,20055.63458,18670.1715,19259.17014,21047.96732,,,,2019/7/11,8814.02032,8055.63458,6670.1715,7259.17014,9047.96732
2019/7/12,20967.08681,20200.63952,18807.8817,19396.73579,21201.22597,,,,2019/7/12,8967.08681,8200.63952,6807.8817,7396.73579,9201.22597
2019/7/15,20879.36222,20122.58733,18731.87416,19328.23302,21105.9583,,,,2019/7/15,8879.36222,8122.58733,6731.87416,7328.23302,9105.9583
2019/7/16,20648.54962,19895.89647,18534.05941,19112.34289,20845.96683,,,,2019/7/16,8648.54962,7895.89647,6534.05941,7112.34289,8845.96683
2019/7/17,20570.58852,19822.16072,18463.87961,19042.46094,20768.03867,,,,2019/7/17,8570.58852,7822.16072,6463.87961,7042.46094,8768.03867
2019/7/18,20319.07977,19568.84569,18249.4736,18796.96424,20480.5575,,,,2019/7/18,8319.07977,7568.84569,6249.4736,6796.96424,8480.5575
2019/7/19,20484.65729,19723.09499,18402.4836,18943.49957,20634.57758,,,,2019/7/19,8484.65729,7723.09499,6402.4836,6943.49957,8634.57758
2019/7/22,20427.25742,19659.70324,18350.82168,18876.3253,20575.79684,,,,2019/7/22,8427.25742,7659.70324,6350.82168,6876.3253,8575.79684
2019/7/23,20296.68022,19533.58187,18241.5283,18759.30342,20421.67925,,,,2019/7/23,8296.68022,7533.58187,6241.5283,6759.30342,8421.67925
2019/7/24,20321.22968,19557.36047,18268.18349,18784.78956,20433.49357,,,,2019/7/24,8321.22968,7557.36047,6268.18349,6784.78956,8433.49357
2019/7/25,20571.08067,19793.9187,18495.38814,19010.44233,20676.83445,,,,2019/7/25,8571.08067,7793.9187,6495.38814,7010.44233,8676.83445
2019/7/26,20584.50786,19810.5661,18505.99991,19028.48523,20695.00236,,,,2019/7/26,8584.50786,7810.5661,6505.99991,7028.48523,8695.00236
2019/7/29,20719.88823,19946.60628,18619.89432,19159.25396,20853.95668,,,,2019/7/29,8719.88823,7946.60628,6619.89432,7159.25396,8853.95668
2019/7/30,20685.72562,19908.96149,18595.33167,19122.83157,20801.59552,,,,2019/7/30,8685.72562,7908.96149,6595.33167,7122.83157,8801.59552
2019/7/31,20425.96421,19659.2474,18366.78667,18885.94274,20526.46046,,,,2019/7/31,8425.96421,7659.2474,6366.78667,6885.94274,8526.46046
2019/8/1,20425.96421,19659.2474,18366.78667,18885.94274,20526.46046,,,,2019/8/1,8425.96421,7659.2474,6366.78667,6885.94274,8526.46046
2019/8/2,20059.52647,19322.3368,18031.80563,18568.32125,20188.04832,,,,2019/8/2,8059.52647,7322.3368,6031.80563,6568.32125,8188.04832
2019/8/5,19882.59651,19130.04457,17880.96452,18375.56394,19965.44892,,,,2019/8/5,7882.59651,7130.04457,5880.96452,6375.56394,7965.44892
2019/8/6,19518.5519,18798.79079,17547.0059,18064.68417,19635.58944,,,,2019/8/6,7518.5519,6798.79079,5547.0059,6064.68417,7635.58944
2019/8/7,19276.35394,18587.01845,17321.27024,17869.05756,19435.38638,,,,2019/8/7,7276.35394,6587.01845,5321.27024,5869.05756,7435.38638
2019/8/8,19724.29229,19005.16018,17728.79154,18265.93025,19859.77794,,,,2019/8/8,7724.29229,7005.16018,5728.79154,6265.93025,7859.77794
2019/8/9,19393.64195,18719.58862,17418.6234,18003.1202,19597.19066,,,,2019/8/9,7393.64195,6719.58862,5418.6234,6003.1202,7597.19066
2019/8/12,19643.87518,18961.847,17644.71445,18237.42217,19842.9734,,,,2019/8/12,7643.87518,6961.847,5644.71445,6237.42217,7842.9734
2019/8/13,19586.29102,18889.23261,17599.84393,18161.69197,19747.66013,,,,2019/8/13,7586.29102,6889.23261,5599.84393,6161.69197,7747.66013
2019/8/14,19807.1427,19074.68849,17809.89561,18330.81033,19907.5256,,,,2019/8/14,7807.1427,7074.68849,5809.89561,6330.81033,7907.5256
2019/8/15,19804.10706,19070.5168,17807.66931,18326.36917,19901.747,,,,2019/8/15,7804.10706,7070.5168,5807.66931,6326.36917,7901.747
2019/8/16,19805.51968,19069.57496,17810.97565,18325.39072,19892.26154,,,,2019/8/16,7805.51968,7069.57496,5810.97565,6325.39072,7892.26154
2019/8/19,20266.49753,19471.42929,18241.28032,18696.25293,20269.75473,,,,2019/8/19,8266.49753,7471.42929,6241.28032,6696.25293,8269.75473
2019/8/20,20353.43432,19542.13103,18324.95609,18759.85717,20327.32454,,,,2019/8/20,8353.43432,7542.13103,6324.95609,6759.85717,8327.32454
2019/8/21,20346.86679,19528.11471,18321.38192,18743.22188,20307.99864,,,,2019/8/21,8346.86679,7528.11471,6321.38192,6743.22188,8307.99864
2019/8/22,20583.60808,19728.8194,18545.80334,18927.01573,20483.39512,,,,2019/8/22,8583.60808,7728.8194,6545.80334,6927.01573,8483.39512
2019/8/23,20530.00211,19708.92983,18486.02001,18919.67893,20492.437,,,,2019/8/23,8530.00211,7708.92983,6486.02001,6919.67893,8492.437
2019/8/26,20447.79321,19599.56783,18422.95656,18803.26929,20350.81847,,,,2019/8/26,8447.79321,7599.56783,6422.95656,6803.26929,8350.81847
2019/8/27,20751.51937,19869.25963,18705.2902,19054.57592,20606.04355,,,,2019/8/27,8751.51937,7869.25963,6705.2902,7054.57592,8606.04355
2019/8/28,20773.23136,19871.75611,18732.44313,19050.73599,20586.53482,,,,2019/8/28,8773.23136,7871.75611,6732.44313,7050.73599,8586.53482
2019/8/29,20798.01657,19881.4763,18760.89694,19055.4819,20578.07149,,,,2019/8/29,8798.01657,7881.4763,6760.89694,7055.4819,8578.07149
2019/8/30,21244.45496,20267.01156,19179.89033,19410.39994,20931.4986,,,,2019/8/30,9244.45496,8267.01156,7179.89033,7410.39994,8931.4986
2019/9/2,21244.45496,20267.01156,19179.89033,19410.39994,20931.4986,,,,2019/9/2,9244.45496,8267.01156,7179.89033,7410.39994,8931.4986
2019/9/3,21200.29506,20224.19848,19142.31872,19370.27987,20882.26502,,,,2019/9/3,9200.29506,8224.19848,7142.31872,7370.27987,8882.26502
2019/9/4,21149.51446,20147.10327,19124.74195,19293.74399,20753.07218,,,,2019/9/4,9149.51446,8147.10327,7124.74195,7293.74399,8753.07218
2019/9/5,21362.82277,20345.14199,19321.75988,19482.34664,20950.39554,,,,2019/9/5,9362.82277,8345.14199,7321.75988,7482.34664,8950.39554
2019/9/6,21410.23462,20384.33621,19371.1809,19519.70215,20978.86889,,,,2019/9/6,9410.23462,8384.33621,7371.1809,7519.70215,8978.86889
2019/9/9,21414.97193,20397.18964,19370.45531,19534.68084,20998.95008,,,,2019/9/9,9414.97193,8397.18964,7370.45531,7534.68084,8998.95008
2019/9/10,21328.25043,20313.03114,19291.86626,19452.94889,20913.58965,,,,2019/9/10,9328.25043,8313.03114,7291.86626,7452.94889,8913.58965
2019/9/11,20848.09096,19815.1085,18904.09567,18976.06142,20315.25188,,,,2019/9/11,8848.09096,7815.1085,6904.09567,6976.06142,8315.25188
2019/9/12,21084.57329,20048.42641,19106.9134,19198.44944,20576.82591,,,,2019/9/12,9084.57329,8048.42641,7106.9134,7198.44944,8576.82591
2019/9/16,21003.11912,19974.50165,19030.68542,19128.61469,20504.55791,,,,2019/9/16,9003.11912,7974.50165,7030.68542,7128.61469,8504.55791
2019/9/17,20812.69495,19793.03188,18852.40776,18951.22559,20332.05441,,,,2019/9/17,8812.69495,7793.03188,6852.40776,6951.22559,8332.05441
2019/9/18,21249.49168,20230.59449,19215.88811,19366.24544,20844.36728,,,,2019/9/18,9249.49168,8230.59449,7215.88811,7366.24544,8844.36728
2019/9/19,21232.18251,20215.66251,19204.062,19355.22856,20819.00876,,,,2019/9/19,9232.18251,8215.66251,7204.062,7355.22856,8819.00876
2019/9/20,21363.00641,20339.70283,19319.46018,19471.92694,20953.98736,,,,2019/9/20,9363.00641,8339.70283,7319.46018,7471.92694,8953.98736
2019/9/23,21131.73447,20118.01474,19112.67981,19260.07855,20720.90113,,,,2019/9/23,9131.73447,8118.01474,7112.67981,7260.07855,8720.90113
2019/9/24,21351.84101,20341.72766,19292.9645,19472.77498,20987.2484,,,,2019/9/24,9351.84101,8341.72766,7292.9645,7472.77498,8987.2484
2019/9/25,21279.11121,20256.39134,19239.38054,19387.40089,20880.17076,,,,2019/9/25,9279.11121,8256.39134,7239.38054,7387.40089,8880.17076
2019/9/26,21205.86162,20150.74059,19200.75847,19278.2926,20727.5705,,,,2019/9/26,9205.86162,8150.74059,7200.75847,7278.2926,8727.5705
2019/9/27,21226.94034,20172.42052,19218.95296,19299.62194,20750.9908,,,,2019/9/27,9226.94034,8172.42052,7218.95296,7299.62194,8750.9908
2019/9/30,20965.59694,19921.04557,18985.80971,19059.13069,20485.98751,,,,2019/9/30,8965.59694,7921.04557,6985.80971,7059.13069,8485.98751
2019/10/8,20965.59694,19921.04557,18985.80971,19059.13069,20485.98751,,,,2019/10/8,8965.59694,7921.04557,6985.80971,7059.13069,8485.98751
2019/10/9,21113.98795,20070.13357,19116.22168,19203.1529,20655.52037,,,,2019/10/9,9113.98795,8070.13357,7116.22168,7203.1529,8655.52037
2019/10/10,21255.80072,20186.59112,19250.82413,19309.34988,20755.61644,,,,2019/10/10,9255.80072,8186.59112,7250.82413,7309.34988,8755.61644
2019/10/11,21292.40765,20266.43337,19268.6792,19398.55186,20886.57786,,,,2019/10/11,9292.40765,8266.43337,7268.6792,7398.55186,8886.57786
2019/10/14,21628.43721,20594.26582,19569.16168,19713.94304,21238.55621,,,,2019/10/14,9628.43721,8594.26582,7569.16168,7713.94304,9238.55621
2019/10/15,21313.78661,20341.5373,19270.23163,19486.58126,21018.39451,,,,2019/10/15,9313.78661,8341.5373,7270.23163,7486.58126,9018.39451
2019/10/16,21151.7943,20193.11068,19120.77815,19345.46892,20877.16449,,,,2019/10/16,9151.7943,8193.11068,7120.77815,7345.46892,8877.16449
2019/10/17,21031.6325,20089.68979,19008.9148,19250.03293,20778.79795,,,,2019/10/17,9031.6325,8089.68979,7008.9148,7250.03293,8778.79795
2019/10/18,20726.3224,19796.06952,18733.966,18968.36698,20470.98605,,,,2019/10/18,8726.3224,7796.06952,6733.966,6968.36698,8470.98605
2019/10/21,20809.94236,19893.75403,18802.92761,19066.57885,20594.70815,,,,2019/10/21,8809.94236,7893.75403,6802.92761,7066.57885,8594.70815
2019/10/22,20860.01127,19927.71819,18853.18141,19095.42289,20613.09103,,,,2019/10/22,8860.01127,7927.71819,6853.18141,7095.42289,8613.09103
2019/10/23,20715.92054,19805.55278,18717.23602,18982.39484,20506.22955,,,,2019/10/23,8715.92054,7805.55278,6717.23602,6982.39484,8506.22955
2019/10/24,20807.46298,19906.30987,18794.07525,19081.67206,20633.21697,,,,2019/10/24,8807.46298,7906.30987,6794.07525,7081.67206,8633.21697
2019/10/25,20876.346,19960.93155,18861.13793,19131.60759,20671.49398,,,,2019/10/25,8876.346,7960.93155,6861.13793,7131.60759,8671.49398
2019/10/28,21115.97183,20145.99719,19092.93813,19296.79632,20813.55391,,,,2019/10/28,9115.97183,8145.99719,7092.93813,7296.79632,8813.55391
2019/10/29,20870.76316,19938.72026,18863.56841,19106.86091,20619.66134,,,,2019/10/29,8870.76316,7938.72026,6863.56841,7106.86091,8619.66134
2019/10/30,20650.92246,19747.20411,18658.58015,18928.56338,20441.61294,,,,2019/10/30,8650.92246,7747.20411,6658.58015,6928.56338,8441.61294
2019/10/31,20547.00648,19649.08979,18565.05649,18835.46579,20336.56435,,,,2019/10/31,8547.00648,7649.08979,6565.05649,6835.46579,8336.56435
2019/11/1,20547.00648,19649.08979,18565.05649,18835.46579,20336.56435,,,,2019/11/1,8547.00648,7649.08979,6565.05649,6835.46579,8336.56435
2019/11/4,20682.26027,19776.93682,18686.38802,18956.68306,20472.82335,,,,2019/11/4,8682.26027,7776.93682,6686.38802,6956.68306,8472.82335
2019/11/5,20806.15895,19887.8176,18803.91239,19061.48475,20575.10874,,,,2019/11/5,8806.15895,7887.8176,6803.91239,7061.48475,8575.10874
2019/11/6,20720.77932,19802.25415,18734.37248,18981.20029,20464.79327,,,,2019/11/6,8720.77932,7802.25415,6734.37248,6981.20029,8464.79327
2019/11/7,20781.81466,19864.33355,18784.27241,19040.09995,20543.31839,,,,2019/11/7,8781.81466,7864.33355,6784.27241,7040.09995,8543.31839
2019/11/8,20749.3227,19845.81232,18743.84842,19023.81779,20550.77002,,,,2019/11/8,8749.3227,7845.81232,6743.84842,7023.81779,8550.77002
