distribution=std,"quantiles=[.005, .1, .25, .5, .75, .975]",,"w=[1/3,1/3,1/3]","money=[4000.00,4000.00,4000.00]",,,,ºı»•≥ı÷µ12000,,,,
datetime,freq=1 back=6,freq=2 back=3,freq=3 back=2,freq=6 back=1,,,,datetime,freq=1 back=6,freq=2 back=3,freq=3 back=2,freq=6 back=1
2012/1/4,12000,12000,12000,12000,,,,2012/1/4,0,0,0,0
2012/1/5,11839.65944,11835.54877,11837.50049,11892.46951,,,,2012/1/5,-160.34056,-164.45123,-162.49951,-107.53049
2012/1/6,11885.50788,11879.11436,11880.4978,11939.6867,,,,2012/1/6,-114.49212,-120.88564,-119.5022,-60.3133
2012/1/9,12154.05877,12149.66714,12151.73775,12210.23273,,,,2012/1/9,154.05877,149.66714,151.73775,210.23273
2012/1/10,12509.91474,12507.1721,12507.73831,12532.69471,,,,2012/1/10,509.91474,507.1721,507.73831,532.69471
2012/1/11,12466.24226,12464.76042,12465.42415,12484.60534,,,,2012/1/11,466.24226,464.76042,465.42415,484.60534
2012/1/12,12467.94886,12467.25164,12468.95614,12500.1488,,,,2012/1/12,467.94886,467.25164,468.95614,500.1488
2012/1/13,12235.99747,12231.81796,12233.94543,12292.11278,,,,2012/1/13,235.99747,231.81796,233.94543,292.11278
2012/1/16,11827.40245,11823.58105,11829.01326,11937.7196,,,,2012/1/16,-172.59755,-176.41895,-170.98674,-62.2804
2012/1/17,12264.41962,12264.43617,12269.91927,12357.12894,,,,2012/1/17,264.41962,264.43617,269.91927,357.12894
2012/1/18,11988.00685,11989.30081,11996.20327,12098.58846,,,,2012/1/18,-11.99315,-10.69919,-3.79673,98.58846
2012/1/19,12137.47146,12137.08305,12143.83476,12253.59771,,,,2012/1/19,137.47146,137.08305,143.83476,253.59771
2012/1/20,12381.99375,12379.51136,12385.50076,12495.29651,,,,2012/1/20,381.99375,379.51136,385.50076,495.29651
2012/1/30,12238.85245,12237.75665,12243.33559,12338.53667,,,,2012/1/30,238.85245,237.75665,243.33559,338.53667
2012/1/31,12333.53137,12332.32511,12337.22638,12422.27894,,,,2012/1/31,333.53137,332.32511,337.22638,422.27894
2012/2/1,12333.53137,12239.85557,12243.25936,12314.43766,,,,2012/2/1,333.53137,239.85557,243.25936,314.43766
2012/2/2,12611.52427,12446.68689,12451.90498,12548.98884,,,,2012/2/2,611.52427,446.68689,451.90498,548.98884
2012/2/3,12742.78458,12571.9553,12577.67118,12671.23042,,,,2012/2/3,742.78458,571.9553,577.67118,671.23042
2012/2/6,12750.02864,12640.04593,12643.96553,12720.9121,,,,2012/2/6,750.02864,640.04593,643.96553,720.9121
2012/2/7,12594.18693,12493.44906,12497.29202,12567.45924,,,,2012/2/7,594.18693,493.44906,497.29202,567.45924
2012/2/8,12885.26165,12777.51267,12781.72764,12852.19111,,,,2012/2/8,885.26165,777.51267,781.72764,852.19111
2012/2/9,12888.92973,12807.49515,12811.10273,12871.33688,,,,2012/2/9,888.92973,807.49515,811.10273,871.33688
2012/2/10,12852.26263,12809.36091,12812.04471,12857.72362,,,,2012/2/10,852.26263,809.36091,812.04471,857.72362
2012/2/13,12862.5236,12896.65173,12897.58634,12912.80088,,,,2012/2/13,862.5236,896.65173,897.58634,912.80088
2012/2/14,12835.9452,12881.27102,12882.00703,12891.66196,,,,2012/2/14,835.9452,881.27102,882.00703,891.66196
2012/2/15,12963.53203,13029.9597,13030.69906,13023.90822,,,,2012/2/15,963.53203,1029.9597,1030.69906,1023.90822
2012/2/16,12893.43018,12935.36707,12936.69373,12938.71916,,,,2012/2/16,893.43018,935.36707,936.69373,938.71916
2012/2/17,12935.03413,12962.7056,12964.42024,12971.1371,,,,2012/2/17,935.03413,962.7056,964.42024,971.1371
2012/2/20,12959.17221,12974.67299,12976.90092,12984.28975,,,,2012/2/20,959.17221,974.67299,976.90092,984.28975
2012/2/21,13057.46911,13105.27395,13106.71304,13102.75472,,,,2012/2/21,1057.46911,1105.27395,1106.71304,1102.75472
2012/2/22,13144.46596,13219.93963,13220.92145,13203.33001,,,,2012/2/22,1144.46596,1219.93963,1220.92145,1203.33001
2012/2/23,13174.54609,13284.86871,13284.96629,13255.38062,,,,2012/2/23,1174.54609,1284.86871,1284.96629,1255.38062
2012/2/24,13344.64074,13455.6155,13455.84296,13424.18352,,,,2012/2/24,1344.64074,1455.6155,1455.84296,1424.18352
2012/2/27,13330.28353,13455.44358,13455.2403,13419.84907,,,,2012/2/27,1330.28353,1455.44358,1455.2403,1419.84907
2012/2/28,13391.29759,13499.19776,13498.99442,13477.77118,,,,2012/2/28,1391.29759,1499.19776,1498.99442,1477.77118
2012/2/29,13329.16187,13475.49441,13473.99767,13444.82909,,,,2012/2/29,1329.16187,1475.49441,1473.99767,1444.82909
2012/3/1,13329.16187,13475.49441,13500.90697,13468.08059,,,,2012/3/1,1329.16187,1475.49441,1500.90697,1468.08059
2012/3/2,13489.48731,13623.09072,13640.91757,13605.75864,,,,2012/3/2,1489.48731,1623.09072,1640.91757,1605.75864
2012/3/5,13473.04131,13572.79392,13629.48977,13577.43127,,,,2012/3/5,1473.04131,1572.79392,1629.48977,1577.43127
2012/3/6,13379.47046,13445.92672,13531.39862,13465.14479,,,,2012/3/6,1379.47046,1445.92672,1531.39862,1465.14479
2012/3/7,13382.50328,13403.30291,13524.57746,13439.02055,,,,2012/3/7,1382.50328,1403.30291,1524.57746,1439.02055
2012/3/8,13465.20636,13484.42452,13618.97932,13529.73982,,,,2012/3/8,1465.20636,1484.42452,1618.97932,1529.73982
2012/3/9,13644.27619,13622.02871,13856.65014,13734.35242,,,,2012/3/9,1644.27619,1622.02871,1856.65014,1734.35242
2012/3/12,13662.73135,13599.9792,13889.4389,13744.9263,,,,2012/3/12,1662.73135,1599.9792,1889.4389,1744.9263
2012/3/13,13789.38049,13728.86563,14039.17331,13890.08473,,,,2012/3/13,1789.38049,1728.86563,2039.17331,1890.08473
2012/3/14,13394.33883,13400.6599,13650.79768,13533.53358,,,,2012/3/14,1394.33883,1400.6599,1650.79768,1533.53358
2012/3/15,13307.66573,13319.73796,13614.13455,13489.12068,,,,2012/3/15,1307.66573,1319.73796,1614.13455,1489.12068
2012/3/16,13560.237,13516.7467,13950.07825,13779.65305,,,,2012/3/16,1560.237,1516.7467,1950.07825,1779.65305
2012/3/19,13535.94648,13480.79812,13903.98476,13732.94218,,,,2012/3/19,1535.94648,1480.79812,1903.98476,1732.94218
2012/3/20,13293.86535,13260.9,13665.19447,13505.0146,,,,2012/3/20,1293.86535,1260.9,1665.19447,1505.0146
2012/3/21,13262.44949,13233.41715,13606.7354,13454.42901,,,,2012/3/21,1262.44949,1233.41715,1606.7354,1454.42901
2012/3/22,13294.52494,13280.9652,13623.09935,13481.31472,,,,2012/3/22,1294.52494,1280.9652,1623.09935,1481.31472
2012/3/23,13171.68338,13180.66112,13521.68778,13386.41657,,,,2012/3/23,1171.68338,1180.66112,1521.68778,1386.41657
2012/3/26,13216.46007,13232.0787,13604.54876,13463.90364,,,,2012/3/26,1216.46007,1232.0787,1604.54876,1463.90364
2012/3/27,13090.66764,13132.88498,13380.94829,13274.64602,,,,2012/3/27,1090.66764,1132.88498,1380.94829,1274.64602
2012/3/28,12721.2978,12810.88106,13016.83691,12933.4028,,,,2012/3/28,721.2978,810.88106,1016.83691,933.4028
2012/3/29,12473.60665,12603.24327,12800.16356,12729.98215,,,,2012/3/29,473.60665,603.24327,800.16356,729.98215
2012/3/30,12503.3025,12667.26503,12759.88411,12720.87589,,,,2012/3/30,503.3025,667.26503,759.88411,720.87589
2012/4/5,12503.3025,12871.07141,12759.88411,13027.40123,,,,2012/4/5,503.3025,871.07141,759.88411,1027.40123
2012/4/6,12535.12145,12917.21768,12798.20896,13113.13091,,,,2012/4/6,535.12145,917.21768,798.20896,1113.13091
2012/4/9,12416.22072,12801.82378,12679.88132,13016.99003,,,,2012/4/9,416.22072,801.82378,679.88132,1016.99003
2012/4/10,12510.55726,12895.20968,12775.07326,13097.87888,,,,2012/4/10,510.55726,895.20968,775.07326,1097.87888
2012/4/11,12535.21857,12923.74255,12803.2239,13127.77872,,,,2012/4/11,535.21857,923.74255,803.2239,1127.77872
2012/4/12,12801.93826,13195.0959,13074.67768,13389.70325,,,,2012/4/12,801.93826,1195.0959,1074.67768,1389.70325
2012/4/13,12769.66637,13159.54808,13040.07602,13350.23983,,,,2012/4/13,769.66637,1159.54808,1040.07602,1350.23983
2012/4/16,12697.56641,13086.23294,12966.19475,13282.20698,,,,2012/4/16,697.56641,1086.23294,966.19475,1282.20698
2012/4/17,12618.52738,12998.53974,12883.00488,13173.80165,,,,2012/4/17,618.52738,998.53974,883.00488,1173.80165
2012/4/18,12825.22069,13208.30635,13093.5676,13372.58397,,,,2012/4/18,825.22069,1208.30635,1093.5676,1372.58397
2012/4/19,12804.06382,13175.2657,13067.49179,13304.11043,,,,2012/4/19,804.06382,1175.2657,1067.49179,1304.11043
2012/4/20,12978.94571,13349.05657,13242.7727,13464.19745,,,,2012/4/20,978.94571,1349.05657,1242.7727,1464.19745
2012/4/23,13031.65854,13411.68138,13306.05169,13522.41172,,,,2012/4/23,1031.65854,1411.68138,1306.05169,1522.41172
2012/4/24,13051.35269,13406.56911,13309.08009,13473.53288,,,,2012/4/24,1051.35269,1406.56911,1309.08009,1473.53288
2012/4/25,13050.81911,13406.7591,13308.20973,13479.16719,,,,2012/4/25,1050.81911,1406.7591,1308.20973,1479.16719
2012/4/26,13091.89519,13463.3786,13358.44216,13567.87172,,,,2012/4/26,1091.89519,1463.3786,1358.44216,1567.87172
2012/4/27,13108.45719,13490.26562,13377.56643,13634.27826,,,,2012/4/27,1108.45719,1490.26562,1377.56643,1634.27826
2012/5/2,13108.45719,13490.26562,13511.36427,13753.86213,,,,2012/5/2,1108.45719,1490.26562,1511.36427,1753.86213
2012/5/3,13201.18502,13547.59187,13525.55018,13826.85002,,,,2012/5/3,1201.18502,1547.59187,1525.55018,1826.85002
2012/5/4,13401.35934,13722.31967,13668.5728,14020.2897,,,,2012/5/4,1401.35934,1722.31967,1668.5728,2020.2897
2012/5/7,13446.68251,13748.8398,13675.03144,14057.62221,,,,2012/5/7,1446.68251,1748.8398,1675.03144,2057.62221
2012/5/8,13417.4655,13730.98914,13656.6713,14021.01575,,,,2012/5/8,1417.4655,1730.98914,1656.6713,2021.01575
2012/5/9,13384.42423,13698.69237,13583.57055,13946.52834,,,,2012/5/9,1384.42423,1698.69237,1583.57055,1946.52834
2012/5/10,13302.75591,13612.52693,13512.5561,13876.43856,,,,2012/5/10,1302.75591,1612.52693,1512.5561,1876.43856
2012/5/11,13209.64103,13503.30909,13411.35444,13792.60108,,,,2012/5/11,1209.64103,1503.30909,1411.35444,1792.60108
2012/5/14,13022.08222,13334.43676,13264.78536,13606.58229,,,,2012/5/14,1022.08222,1334.43676,1264.78536,1606.58229
2012/5/15,12995.94961,13291.01747,13215.07818,13580.62786,,,,2012/5/15,995.94961,1291.01747,1215.07818,1580.62786
2012/5/16,12793.41385,13080.47824,13006.34746,13371.11412,,,,2012/5/16,793.41385,1080.47824,1006.34746,1371.11412
2012/5/17,12892.8807,13185.13272,13118.1365,13481.12908,,,,2012/5/17,892.8807,1185.13272,1118.1365,1481.12908
2012/5/18,12650.52513,12934.18448,12884.08604,13244.09857,,,,2012/5/18,650.52513,934.18448,884.08604,1244.09857
2012/5/21,12760.99755,13016.215,12947.94919,13356.70339,,,,2012/5/21,760.99755,1016.215,947.94919,1356.70339
2012/5/22,12983.88843,13223.22643,13128.01491,13574.48917,,,,2012/5/22,983.88843,1223.22643,1128.01491,1574.48917
2012/5/23,12944.722,13160.42439,13050.95908,13529.93695,,,,2012/5/23,944.722,1160.42439,1050.95908,1529.93695
2012/5/24,12725.83718,12988.23396,12908.44276,13305.12355,,,,2012/5/24,725.83718,988.23396,908.44276,1305.12355
2012/5/25,12596.1514,12874.6364,12817.13039,13181.65189,,,,2012/5/25,596.1514,874.6364,817.13039,1181.65189
2012/5/28,12742.2932,13010.59324,12942.67791,13331.29938,,,,2012/5/28,742.2932,1010.59324,942.67791,1331.29938
2012/5/29,12870.57835,13151.36811,13081.27384,13459.66883,,,,2012/5/29,870.57835,1151.36811,1081.27384,1459.66883
2012/5/30,12824.93297,13097.66494,13020.20419,13407.82068,,,,2012/5/30,824.93297,1097.66494,1020.20419,1407.82068
2012/5/31,12839.11795,13072.86809,12953.87219,13400.64064,,,,2012/5/31,839.11795,1072.86809,953.87219,1400.64064
2012/6/1,12839.11795,13080.18691,12955.36357,13435.08263,,,,2012/6/1,839.11795,1080.18691,955.36357,1435.08263
2012/6/4,12508.33978,12726.00126,12619.95922,13103.37341,,,,2012/6/4,508.33978,726.00126,619.95922,1103.37341
2012/6/5,12548.42253,12759.7969,12659.55768,13144.51154,,,,2012/6/5,548.42253,759.7969,659.55768,1144.51154
2012/6/6,12585.52842,12765.29401,12691.98348,13137.45019,,,,2012/6/6,585.52842,765.29401,691.98348,1137.45019
2012/6/7,12489.80951,12680.36362,12597.59727,13064.33476,,,,2012/6/7,489.80951,680.36362,597.59727,1064.33476
2012/6/8,12319.56104,12561.78996,12433.62731,12937.95209,,,,2012/6/8,319.56104,561.78996,433.62731,937.95209
2012/6/11,12379.90431,12646.00013,12497.14498,12999.66241,,,,2012/6/11,379.90431,646.00013,497.14498,999.66241
2012/6/12,12299.51308,12566.61484,12416.50383,12922.381,,,,2012/6/12,299.51308,566.61484,416.50383,922.381
2012/6/13,12436.56214,12746.68802,12561.32402,13132.58262,,,,2012/6/13,436.56214,746.68802,561.32402,1132.58262
2012/6/14,12371.26188,12734.57087,12504.01782,13146.67019,,,,2012/6/14,371.26188,734.57087,504.01782,1146.67019
2012/6/15,12478.17486,12767.82293,12600.38476,13159.84655,,,,2012/6/15,478.17486,767.82293,600.38476,1159.84655
2012/6/18,12507.92097,12809.67136,12632.47241,13217.83625,,,,2012/6/18,507.92097,809.67136,632.47241,1217.83625
2012/6/19,12455.28345,12718.30288,12573.99582,13127.7586,,,,2012/6/19,455.28345,718.30288,573.99582,1127.7586
2012/6/20,12435.87817,12686.70081,12552.59538,13091.30881,,,,2012/6/20,435.87817,686.70081,552.59538,1091.30881
2012/6/21,12292.08789,12522.59575,12405.08153,12927.54194,,,,2012/6/21,292.08789,522.59575,405.08153,927.54194
2012/6/25,12186.43479,12382.83973,12293.83106,12784.31218,,,,2012/6/25,186.43479,382.83973,293.83106,784.31218
2012/6/26,12103.3327,12310.35638,12211.68846,12707.95333,,,,2012/6/26,103.3327,310.35638,211.68846,707.95333
2012/6/27,12103.34309,12342.73332,12216.83701,12758.15037,,,,2012/6/27,103.34309,342.73332,216.83701,758.15037
2012/6/28,12029.19613,12262.25989,12141.32852,12676.39237,,,,2012/6/28,29.19613,262.25989,141.32852,676.39237
2012/6/29,12213.32774,12451.66427,12327.65133,12880.70738,,,,2012/6/29,213.32774,451.66427,327.65133,880.70738
2012/7/2,12213.32774,12451.66427,12327.65133,12880.70738,,,,2012/7/2,213.32774,451.66427,327.65133,880.70738
2012/7/3,12332.4324,12546.22142,12447.91432,12968.10265,,,,2012/7/3,332.4324,546.22142,447.91432,968.10265
2012/7/4,12400.91307,12615.689,12515.11751,13047.89554,,,,2012/7/4,400.91307,615.689,515.11751,1047.89554
2012/7/5,12200.3083,12452.5364,12319.94287,12864.16048,,,,2012/7/5,200.3083,452.5364,319.94287,864.16048
2012/7/6,12435.58905,12587.49409,12554.33932,12976.77435,,,,2012/7/6,435.58905,587.49409,554.33932,976.77435
2012/7/9,12196.22131,12306.65124,12312.49155,12673.23969,,,,2012/7/9,196.22131,306.65124,312.49155,673.23969
2012/7/10,12072.31321,12218.13784,12191.16091,12580.37139,,,,2012/7/10,72.31321,218.13784,191.16091,580.37139
2012/7/11,12217.87038,12310.20266,12337.67238,12655.86315,,,,2012/7/11,217.87038,310.20266,337.67238,655.86315
2012/7/12,12272.57085,12336.49148,12389.49039,12686.09655,,,,2012/7/12,272.57085,336.49148,389.49039,686.09655
2012/7/13,12287.14884,12365.34543,12411.44255,12690.84973,,,,2012/7/13,287.14884,365.34543,411.44255,690.84973
2012/7/16,12006.13643,12134.10394,12138.30149,12428.54435,,,,2012/7/16,6.13643,134.10394,138.30149,428.54435
2012/7/17,11909.60787,12091.45917,12041.55688,12402.78594,,,,2012/7/17,-90.39213,91.45917,41.55688,402.78594
2012/7/18,11882.30678,12067.36318,12007.65419,12405.96074,,,,2012/7/18,-117.69322,67.36318,7.65419,405.96074
2012/7/19,11921.01512,12095.83067,12043.2122,12445.9861,,,,2012/7/19,-78.98488,95.83067,43.2122,445.9861
2012/7/20,11795.53701,11975.75738,11916.62974,12324.47239,,,,2012/7/20,-204.46299,-24.24262,-83.37026,324.47239
2012/7/23,11630.71121,11796.61005,11748.20747,12143.55435,,,,2012/7/23,-369.28879,-203.38995,-251.79253,143.55435
2012/7/24,11743.00205,11860.45925,11857.11857,12208.93986,,,,2012/7/24,-256.99795,-139.54075,-142.88143,208.93986
2012/7/25,11742.05599,11855.58953,11856.44543,12201.23009,,,,2012/7/25,-257.94401,-144.41047,-143.55457,201.23009
2012/7/26,11630.89438,11773.10899,11746.56372,12117.90618,,,,2012/7/26,-369.10562,-226.89101,-253.43628,117.90618
2012/7/27,11631.51387,11819.14502,11751.59313,12164.31258,,,,2012/7/27,-368.48613,-180.85498,-248.40687,164.31258
2012/7/30,11555.3566,11786.27423,11682.28193,12115.59059,,,,2012/7/30,-444.6434,-213.72577,-317.71807,115.59059
2012/7/31,11347.04702,11676.83956,11486.8681,11979.19541,,,,2012/7/31,-652.95298,-323.16044,-513.1319,-20.80459
2012/8/1,11347.04702,11730.9304,11555.94903,12043.09142,,,,2012/8/1,-652.95298,-269.0696,-444.05097,43.09142
2012/8/2,11299.13744,11677.14216,11468.92364,11972.05002,,,,2012/8/2,-700.86256,-322.85784,-531.07636,-27.94998
2012/8/3,11416.32093,11800.23057,11633.53404,12104.3151,,,,2012/8/3,-583.67907,-199.76943,-366.46596,104.3151
2012/8/6,11518.26925,11908.96268,11782.9105,12227.5984,,,,2012/8/6,-481.73075,-91.03732,-217.0895,227.5984
2012/8/7,11551.3569,11945.46766,11843.61206,12273.31427,,,,2012/8/7,-448.6431,-54.53234,-156.38794,273.31427
2012/8/8,11557.50806,11951.7155,11820.37384,12280.65468,,,,2012/8/8,-442.49194,-48.2845,-179.62616,280.65468
2012/8/9,11732.83896,12129.01125,12058.66342,12443.4439,,,,2012/8/9,-267.16104,129.01125,58.66342,443.4439
2012/8/10,11671.68173,12070.45651,11955.15885,12404.60121,,,,2012/8/10,-328.31827,70.45651,-44.84115,404.60121
2012/8/13,11600.24484,11994.72936,11862.6701,12320.03428,,,,2012/8/13,-399.75516,-5.27064,-137.3299,320.03428
2012/8/14,11630.63551,12024.90863,11884.89242,12346.29756,,,,2012/8/14,-369.36449,24.90863,-115.10758,346.29756
2012/8/15,11486.58664,11878.86775,11758.26427,12207.3501,,,,2012/8/15,-513.41336,-121.13225,-241.73573,207.3501
2012/8/16,11419.58959,11816.32752,11677.45217,12171.56026,,,,2012/8/16,-580.41041,-183.67248,-322.54783,171.56026
2012/8/17,11336.58802,11733.3018,11539.82495,12100.34251,,,,2012/8/17,-663.41198,-266.6982,-460.17505,100.34251
2012/8/20,11348.53958,11743.98062,11586.58225,12102.73893,,,,2012/8/20,-651.46042,-256.01938,-413.41775,102.73893
2012/8/21,11435.54077,11835.82772,11721.78137,12202.71203,,,,2012/8/21,-564.45923,-164.17228,-278.21863,202.71203
2012/8/22,11361.93299,11761.33063,11623.85392,12133.9375,,,,2012/8/22,-638.06701,-238.66937,-376.14608,133.9375
2012/8/23,11331.84249,11731.49268,11580.92602,12109.141,,,,2012/8/23,-668.15751,-268.50732,-419.07398,109.141
2012/8/24,11305.10242,11703.95985,11562.47307,12080.92566,,,,2012/8/24,-694.89758,-296.04015,-437.52693,80.92566
2012/8/27,11168.43148,11557.42971,11390.05229,11910.39372,,,,2012/8/27,-831.56852,-442.57029,-609.94771,-89.60628
2012/8/28,11239.14553,11634.14201,11427.9706,12005.67288,,,,2012/8/28,-760.85447,-365.85799,-572.0294,5.67288
2012/8/29,11135.97318,11528.82303,11293.2496,11904.50662,,,,2012/8/29,-864.02682,-471.17697,-706.7504,-95.49338
2012/8/30,11053.31541,11442.82266,11151.6067,11816.65975,,,,2012/8/30,-946.68459,-557.17734,-848.3933,-183.34025
2012/8/31,11030.69474,11417.01016,11145.32728,11779.33078,,,,2012/8/31,-969.30526,-582.98984,-854.67272,-220.66922
2012/9/3,11030.69474,11417.01016,11257.31963,11827.43552,,,,2012/9/3,-969.30526,-582.98984,-742.68037,-172.56448
2012/9/4,10995.74866,11366.07271,11211.97092,11740.95624,,,,2012/9/4,-1004.25134,-633.92729,-788.02908,-259.04376
2012/9/5,11000.30247,11369.36108,11231.42523,11742.88228,,,,2012/9/5,-999.69753,-630.63892,-768.57477,-257.11772
2012/9/6,11040.3067,11417.84368,11276.8322,11809.25686,,,,2012/9/6,-959.6933,-582.15632,-723.1678,-190.74314
2012/9/7,11435.28216,11818.13106,11674.79272,12204.53455,,,,2012/9/7,-564.71784,-181.86894,-325.20728,204.53455
2012/9/10,11445.78461,11833.59821,11699.52325,12232.28943,,,,2012/9/10,-554.21539,-166.40179,-300.47675,232.28943
2012/9/11,11467.55214,11870.25294,11749.25905,12304.56107,,,,2012/9/11,-532.44786,-129.74706,-250.74095,304.56107
2012/9/12,11538.31463,11942.54398,11830.41885,12378.35995,,,,2012/9/12,-461.68537,-57.45602,-169.58115,378.35995
2012/9/13,11606.372,12038.91379,11947.82519,12540.86778,,,,2012/9/13,-393.628,38.91379,-52.17481,540.86778
2012/9/14,11599.05665,12018.69958,11911.53434,12488.75491,,,,2012/9/14,-400.94335,18.69958,-88.46566,488.75491
2012/9/17,11376.19414,11795.08331,11686.87371,12272.98881,,,,2012/9/17,-623.80586,-204.91669,-313.12629,272.98881
2012/9/18,11224.47822,11626.19742,11511.99697,12069.58475,,,,2012/9/18,-775.52178,-373.80258,-488.00303,69.58475
2012/9/19,11142.15783,11554.6254,11442.96847,12027.23742,,,,2012/9/19,-857.84217,-445.3746,-557.03153,27.23742
2012/9/20,10953.08835,11367.53243,11257.74902,11853.28203,,,,2012/9/20,-1046.91165,-632.46757,-742.25098,-146.71797
2012/9/21,10821.12778,11206.32392,11077.16462,11626.71127,,,,2012/9/21,-1178.87222,-793.67608,-922.83538,-373.28873
